estado,anio_mes,latitud,longitud,temp_max,temp_min,temp_app_max,temp_app_min,lluvia_acumulada,evapotranspiracion
Campeche,2025-06,19.8454,-90.5237,34.79,25.2,38.95,28.73,119.2,172.11
Campeche,2025-07,19.8454,-90.5237,33.58,24.35,39.25,27.95,91.0,171.63
Campeche,2025-08,19.8454,-90.5237,32.66,24.03,39.52,28.23,127.4,155.61
Campeche,2025-09,19.8454,-90.5237,32.15,24.12,39.33,28.41,124.6,138.37
Campeche,2025-10,19.8454,-90.5237,30.54,23.25,35.84,26.95,93.5,128.65
Campeche,2025-11,19.8454,-90.5237,29.31,21.08,32.75,23.24,33.1,109.27
Campeche,2025-12,19.8454,-90.5237,29.03,21.21,32.25,23.53,68.9,98.94
Campeche,2026-01,19.8454,-90.5237,27.29,18.71,29.23,19.41,23.8,107.29
Campeche,2026-02,19.8454,-90.5237,28.04,17.92,29.94,18.19,5.5,122.46
Campeche,2026-03,19.8454,-90.5237,31.09,21.39,33.85,23.12,27.0,152.09
Campeche,2026-04,19.8454,-90.5237,33.43,23.1,37.16,25.32,19.1,171.19
Campeche,2026-05,19.8454,-90.5237,35.11,25.04,40.32,28.25,134.1,186.13
Campeche,2026-06,19.8454,-90.5237,34.39,25.06,39.55,28.62,94.4,169.39
Chiapas,2020-01,16.7569,-93.1292,31.5,18.66,32.24,19.85,0.4,134.95
Chiapas,2020-02,16.7569,-93.1292,32.95,19.23,34.02,20.43,1.7,147.93
Chiapas,2020-03,16.7569,-93.1292,34.94,20.58,36.5,22.56,4.3,180.19
Chiapas,2020-04,16.7569,-93.1292,37.61,23.3,39.32,26.02,10.0,185.62
Chiapas,2020-05,16.7569,-93.1292,35.45,22.81,38.67,26.45,82.9,164.15
Chiapas,2020-06,16.7569,-93.1292,30.54,21.88,34.76,25.42,292.1,128.41
Chiapas,2020-07,16.7569,-93.1292,33.03,22.11,37.34,26.1,79.1,148.88
Chiapas,2020-08,16.7569,-93.1292,31.71,22.11,36.16,26.02,185.0,135.21
Chiapas,2020-09,16.7569,-93.1292,30.14,21.7,34.79,25.41,153.5,119.39
Chiapas,2020-10,16.7569,-93.1292,29.15,20.64,32.41,23.35,101.7,119.57
Chiapas,2020-11,16.7569,-93.1292,29.31,20.19,31.24,22.31,97.6,112.19
Chiapas,2020-12,16.7569,-93.1292,29.27,17.79,30.07,18.85,1.3,119.79
Chiapas,2021-01,16.7569,-93.1292,30.34,18.41,31.35,19.83,7.2,128.27
Chiapas,2021-02,16.7569,-93.1292,32.5,17.85,33.14,18.68,0.8,141.46
Chiapas,2021-03,16.7569,-93.1292,33.95,19.79,34.97,21.08,5.4,177.2
Chiapas,2021-04,16.7569,-93.1292,35.66,21.65,37.17,23.59,4.2,178.08
Chiapas,2021-05,16.7569,-93.1292,33.11,22.08,36.83,25.75,72.2,148.26
Chiapas,2021-06,16.7569,-93.1292,31.46,21.59,35.75,25.51,167.9,125.84
Chiapas,2021-07,16.7569,-93.1292,32.41,21.78,36.37,25.47,70.3,153.04
Chiapas,2021-08,16.7569,-93.1292,32.03,21.72,36.56,25.62,133.0,140.62
Chiapas,2021-09,16.7569,-93.1292,30.45,21.46,35.2,25.19,229.0,123.32
Chiapas,2021-10,16.7569,-93.1292,31.84,21.36,35.06,24.66,75.5,132.59
Chiapas,2021-11,16.7569,-93.1292,30.32,18.81,31.58,20.55,7.4,127.08
Chiapas,2021-12,16.7569,-93.1292,31.78,18.89,33.11,20.88,1.0,126.96
Chiapas,2022-01,16.7569,-93.1292,30.41,17.59,30.9,18.69,4.6,129.99
Chiapas,2022-02,16.7569,-93.1292,30.39,17.72,31.18,18.69,2.5,129.97
Chiapas,2022-03,16.7569,-93.1292,33.62,19.22,35.08,20.29,1.6,174.08
Chiapas,2022-04,16.7569,-93.1292,36.1,21.39,37.85,23.49,6.3,182.53
Chiapas,2022-05,16.7569,-93.1292,35.32,21.72,37.78,24.93,135.8,167.46
Chiapas,2022-06,16.7569,-93.1292,30.18,20.81,34.77,24.25,133.2,128.46
Chiapas,2022-07,16.7569,-93.1292,32.17,21.25,36.98,24.83,73.9,147.3
Chiapas,2022-08,16.7569,-93.1292,31.43,20.79,36.39,24.17,142.1,140.0
Chiapas,2022-09,16.7569,-93.1292,29.56,20.97,34.7,24.39,234.1,114.5
Chiapas,2022-10,16.7569,-93.1292,30.14,20.3,33.73,22.99,81.9,128.68
Chiapas,2022-11,16.7569,-93.1292,30.35,20.19,32.88,22.75,46.1,114.24
Chiapas,2022-12,16.7569,-93.1292,30.1,18.47,31.22,20.1,2.1,120.02
Chiapas,2023-01,16.7569,-93.1292,31.74,18.09,32.57,19.45,8.3,136.11
Chiapas,2023-02,16.7569,-93.1292,31.77,18.21,32.66,19.28,8.1,134.27
Chiapas,2023-03,16.7569,-93.1292,34.78,20.31,36.5,22.44,7.9,173.88
Chiapas,2023-04,16.7569,-93.1292,36.58,21.47,38.28,23.66,4.6,187.17
Chiapas,2023-05,16.7569,-93.1292,36.76,22.64,39.39,25.82,24.3,183.09
Chiapas,2023-06,16.7569,-93.1292,35.96,22.96,39.59,26.89,67.0,163.28
Chiapas,2023-07,16.7569,-93.1292,32.77,22.01,37.44,26.01,101.3,148.31
Chiapas,2023-08,16.7569,-93.1292,33.31,22.17,38.17,26.26,82.5,151.05
Chiapas,2023-09,16.7569,-93.1292,32.9,22.08,37.68,26.14,58.8,142.86
Chiapas,2023-10,16.7569,-93.1292,32.03,21.56,35.89,25.13,103.0,129.82
Chiapas,2023-11,16.7569,-93.1292,30.31,20.38,31.97,22.63,22.8,113.36
Chiapas,2023-12,16.7569,-93.1292,29.86,18.39,30.62,19.77,10.1,120.14
Chiapas,2024-01,16.7569,-93.1292,31.6,18.81,32.5,20.48,4.7,130.0
Chiapas,2024-02,16.7569,-93.1292,32.12,17.52,32.73,18.26,10.4,149.81
Chiapas,2024-03,16.7569,-93.1292,37.03,21.47,38.55,23.34,1.9,194.23
Chiapas,2024-04,16.7569,-93.1292,37.17,22.24,39.02,24.52,7.8,189.87
Chiapas,2024-05,16.7569,-93.1292,39.32,23.85,41.87,27.71,32.3,191.18
Chiapas,2024-06,16.7569,-93.1292,32.9,22.66,37.27,26.84,344.1,131.74
Chiapas,2024-07,16.7569,-93.1292,31.27,21.88,37.04,26.02,150.7,137.56
Chiapas,2024-08,16.7569,-93.1292,32.22,22.17,37.36,26.31,72.5,143.83
Chiapas,2024-09,16.7569,-93.1292,30.99,21.46,36.66,25.41,144.9,120.84
Chiapas,2024-10,16.7569,-93.1292,29.42,20.7,33.05,23.91,115.8,119.6
Chiapas,2024-11,16.7569,-93.1292,31.27,19.49,33.61,22.14,33.2,122.05
Chiapas,2024-12,16.7569,-93.1292,30.31,17.95,31.13,19.47,2.8,118.4
Chiapas,2025-01,16.7569,-93.1292,30.41,18.17,31.37,19.85,0.5,124.71
Chiapas,2025-02,16.7569,-93.1292,32.39,19.6,34.14,21.81,30.8,129.15
Chiapas,2025-03,16.7569,-93.1292,35.51,20.07,37.12,21.99,2.4,182.02
Chiapas,2025-04,16.7569,-93.1292,35.03,20.46,36.47,22.63,10.7,180.08
Chiapas,2025-05,16.7569,-93.1292,37.27,22.71,39.89,26.27,60.5,177.49
Chiapas,2025-06,16.7569,-93.1292,30.66,21.24,35.8,25.2,273.0,121.09
Chiapas,2025-07,16.7569,-93.1292,32.44,21.3,37.02,25.02,49.0,156.59
Chiapas,2025-08,16.7569,-93.1292,33.22,21.24,37.67,25.1,125.4,149.91
Chiapas,2025-09,16.7569,-93.1292,30.52,20.99,35.83,24.92,203.9,120.83
Chiapas,2025-10,16.7569,-93.1292,31.16,21.02,34.56,24.52,96.2,123.55
Chiapas,2025-11,16.7569,-93.1292,31.22,19.47,32.88,22.01,22.3,122.82
Chiapas,2025-12,16.7569,-93.1292,30.61,19.69,31.95,22.04,7.4,117.68
Chiapas,2026-01,16.7569,-93.1292,28.89,16.3,29.08,16.96,3.4,125.54
Chiapas,2026-02,16.7569,-93.1292,30.81,16.1,30.91,16.71,2.3,140.37
Chiapas,2026-03,16.7569,-93.1292,32.8,19.7,33.97,21.71,9.0,165.5
Chiapas,2026-04,16.7569,-93.1292,35.04,21.06,37.01,23.97,21.1,169.99
Chiapas,2026-05,16.7569,-93.1292,36.49,23.14,39.53,26.82,100.0,179.47
Chiapas,2026-06,16.7569,-93.1292,33.48,22.42,37.82,26.75,195.8,145.3
Chihuahua,2020-01,28.633,-106.0691,18.91,4.99,14.55,1.36,2.6,102.17
Chihuahua,2020-02,28.633,-106.0691,20.23,5.83,15.74,1.77,11.9,118.43
Chihuahua,2020-03,28.633,-106.0691,25.74,10.81,21.11,7.35,3.7,174.37
Chihuahua,2020-04,28.633,-106.0691,28.86,13.56,25.23,10.17,5.8,206.4
Chihuahua,2020-05,28.633,-106.0691,32.32,18.46,29.84,15.47,1.9,242.61
Chihuahua,2020-06,28.633,-106.0691,33.89,21.32,32.47,19.29,4.2,230.81
Chihuahua,2020-07,28.633,-106.0691,33.14,21.83,32.57,21.9,24.3,213.0
Chihuahua,2020-08,28.633,-106.0691,34.21,22.26,32.91,20.88,0.0,225.7
Chihuahua,2020-09,28.633,-106.0691,27.39,16.83,26.69,16.05,41.8,146.67
Chihuahua,2020-10,28.633,-106.0691,28.79,13.76,25.73,10.72,0.0,169.85
Chihuahua,2020-11,28.633,-106.0691,24.52,10.08,20.38,6.68,0.0,131.9
Chihuahua,2020-12,28.633,-106.0691,16.7,2.82,11.97,-1.4,4.3,96.76
Chihuahua,2021-01,28.633,-106.0691,17.38,2.91,13.18,-0.97,21.2,98.56
Chihuahua,2021-02,28.633,-106.0691,21.71,5.92,17.45,1.99,10.8,125.49
Chihuahua,2021-03,28.633,-106.0691,24.69,8.35,19.71,4.09,0.0,195.94
Chihuahua,2021-04,28.633,-106.0691,28.21,12.9,24.56,9.19,12.1,211.37
Chihuahua,2021-05,28.633,-106.0691,31.59,16.79,28.99,13.76,2.5,241.4
Chihuahua,2021-06,28.633,-106.0691,33.01,20.87,31.8,19.16,68.0,219.48
Chihuahua,2021-07,28.633,-106.0691,29.73,19.02,30.72,19.76,39.0,179.12
Chihuahua,2021-08,28.633,-106.0691,29.56,19.36,30.58,20.19,61.2,162.87
Chihuahua,2021-09,28.633,-106.0691,29.05,17.3,29.02,16.72,26.5,153.61
Chihuahua,2021-10,28.633,-106.0691,27.26,14.01,24.84,11.85,7.1,152.38
Chihuahua,2021-11,28.633,-106.0691,22.51,9.26,19.4,6.27,11.4,109.3
Chihuahua,2021-12,28.633,-106.0691,22.08,8.51,18.09,5.13,10.4,106.37
Chihuahua,2022-01,28.633,-106.0691,17.94,3.89,13.54,0.02,0.0,100.52
Chihuahua,2022-02,28.633,-106.0691,18.77,3.99,14.12,-0.09,0.2,118.03
Chihuahua,2022-03,28.633,-106.0691,24.29,7.61,19.86,3.02,0.4,190.87
Chihuahua,2022-04,28.633,-106.0691,30.36,13.8,27.07,9.99,0.1,227.98
Chihuahua,2022-05,28.633,-106.0691,34.21,18.58,31.26,14.61,0.7,263.81
Chihuahua,2022-06,28.633,-106.0691,33.03,20.47,32.26,19.59,27.3,216.98
Chihuahua,2022-07,28.633,-106.0691,32.36,20.64,32.34,20.73,24.9,207.61
Chihuahua,2022-08,28.633,-106.0691,28.8,19.11,29.82,19.57,215.9,153.16
Chihuahua,2022-09,28.633,-106.0691,25.97,16.06,26.89,15.91,45.5,128.21
Chihuahua,2022-10,28.633,-106.0691,23.44,11.38,21.9,9.61,26.5,118.45
Chihuahua,2022-11,28.633,-106.0691,19.94,6.11,16.15,2.67,1.9,106.19
Chihuahua,2022-12,28.633,-106.0691,19.37,5.74,15.45,2.39,6.9,95.81
Chihuahua,2023-01,28.633,-106.0691,19.43,4.42,14.37,0.39,0.5,114.17
Chihuahua,2023-02,28.633,-106.0691,19.35,4.73,14.36,0.38,20.4,118.82
Chihuahua,2023-03,28.633,-106.0691,23.71,8.38,19.97,4.47,35.6,162.2
Chihuahua,2023-04,28.633,-106.0691,27.95,12.15,24.44,8.39,1.4,214.03
Chihuahua,2023-05,28.633,-106.0691,29.85,15.87,27.44,13.02,23.3,220.65
Chihuahua,2023-06,28.633,-106.0691,35.39,20.74,33.34,18.35,2.3,239.95
Chihuahua,2023-07,28.633,-106.0691,35.38,22.75,34.34,21.93,3.2,240.48
Chihuahua,2023-08,28.633,-106.0691,33.7,21.45,33.05,21.4,1.7,212.79
Chihuahua,2023-09,28.633,-106.0691,33.41,20.17,32.48,19.25,10.7,183.63
Chihuahua,2023-10,28.633,-106.0691,26.82,14.46,24.61,12.91,8.5,139.09
Chihuahua,2023-11,28.633,-106.0691,20.84,9.12,18.1,6.83,19.2,88.88
Chihuahua,2023-12,28.633,-106.0691,19.23,4.61,14.93,1.01,1.2,96.4
Chihuahua,2024-01,28.633,-106.0691,18.95,3.67,13.91,-0.21,8.2,109.64
Chihuahua,2024-02,28.633,-106.0691,21.87,6.96,17.15,2.89,5.3,129.37
Chihuahua,2024-03,28.633,-106.0691,24.15,8.15,19.36,4.24,4.6,180.43
Chihuahua,2024-04,28.633,-106.0691,28.63,12.2,24.39,8.17,1.0,220.53
Chihuahua,2024-05,28.633,-106.0691,34.46,16.91,30.93,12.83,0.0,273.2
Chihuahua,2024-06,28.633,-106.0691,35.9,21.83,34.43,19.92,10.5,240.1
Chihuahua,2024-07,28.633,-106.0691,32.79,20.81,32.57,20.85,22.9,210.92
Chihuahua,2024-08,28.633,-106.0691,33.98,21.75,33.18,21.51,7.6,212.66
Chihuahua,2024-09,28.633,-106.0691,29.38,17.56,28.71,16.84,29.0,158.12
Chihuahua,2024-10,28.633,-106.0691,29.15,15.43,26.36,13.16,0.7,166.55
Chihuahua,2024-11,28.633,-106.0691,24.52,9.18,20.31,5.9,0.1,119.3
Chihuahua,2024-12,28.633,-106.0691,21.99,6.37,18.11,3.19,0.9,94.98
Chihuahua,2025-01,28.633,-106.0691,16.77,2.73,12.34,-1.13,1.3,96.68
Chihuahua,2025-02,28.633,-106.0691,25.6,8.26,21.51,4.67,0.0,131.37
Chihuahua,2025-03,28.633,-106.0691,25.47,9.76,21.59,5.77,4.8,186.84
Chihuahua,2025-04,28.633,-106.0691,28.93,12.8,25.29,8.97,2.6,215.76
Chihuahua,2025-05,28.633,-106.0691,31.96,16.67,29.32,13.7,18.6,232.06
Chihuahua,2025-06,28.633,-106.0691,33.81,20.49,33.55,19.82,73.0,201.54
Chihuahua,2025-07,28.633,-106.0691,30.93,18.98,31.9,19.75,36.7,181.29
Chihuahua,2025-08,28.633,-106.0691,31.83,19.55,32.55,19.86,30.1,179.93
Chihuahua,2025-09,28.633,-106.0691,28.78,18.09,29.68,19.08,48.5,132.68
Chihuahua,2025-10,28.633,-106.0691,28.53,14.48,27.13,13.57,22.4,138.09
Chihuahua,2025-11,28.633,-106.0691,24.83,9.82,21.44,7.24,0.1,112.97
Chihuahua,2025-12,28.633,-106.0691,22.41,7.65,19.17,4.86,0.4,92.33
Chihuahua,2026-01,28.633,-106.0691,18.27,5.24,14.6,2.27,6.0,87.48
Chihuahua,2026-02,28.633,-106.0691,23.06,8.54,19.74,5.67,12.3,112.47
Chihuahua,2026-03,28.633,-106.0691,27.91,11.88,25.15,8.66,1.8,174.67
Chihuahua,2026-04,28.633,-106.0691,28.43,14.47,25.89,12.04,6.3,179.14
Chihuahua,2026-05,28.633,-106.0691,31.64,17.53,29.4,15.25,5.5,224.63
Chihuahua,2026-06,28.633,-106.0691,33.5,21.07,33.43,20.85,31.8,205.2
Ciudad de Mexico,2020-01,19.4326,-99.1332,22.17,7.29,19.93,5.05,7.6,115.91
Ciudad de Mexico,2020-02,19.4326,-99.1332,25.57,8.75,23.6,6.46,6.4,138.69
Ciudad de Mexico,2020-03,19.4326,-99.1332,27.97,11.52,26.89,10.04,8.2,174.16
Ciudad de Mexico,2020-04,19.4326,-99.1332,28.12,13.68,27.44,12.4,27.5,167.42
Ciudad de Mexico,2020-05,19.4326,-99.1332,27.0,12.66,26.01,11.2,35.8,173.84
Ciudad de Mexico,2020-06,19.4326,-99.1332,26.11,13.66,25.23,13.28,88.0,158.04
Ciudad de Mexico,2020-07,19.4326,-99.1332,24.01,13.4,24.68,13.32,146.1,139.56
Ciudad de Mexico,2020-08,19.4326,-99.1332,22.67,13.15,24.05,12.88,287.4,125.98
Ciudad de Mexico,2020-09,19.4326,-99.1332,21.8,13.04,22.84,12.53,251.4,109.35
Ciudad de Mexico,2020-10,19.4326,-99.1332,24.83,10.15,23.65,8.83,23.2,145.33
Ciudad de Mexico,2020-11,19.4326,-99.1332,24.1,9.45,21.86,7.61,6.1,121.59
Ciudad de Mexico,2020-12,19.4326,-99.1332,22.65,7.93,20.48,5.88,1.7,113.19
Ciudad de Mexico,2021-01,19.4326,-99.1332,22.97,7.83,20.66,5.61,8.2,118.9
Ciudad de Mexico,2021-02,19.4326,-99.1332,25.59,7.2,23.28,4.24,0.9,143.76
Ciudad de Mexico,2021-03,19.4326,-99.1332,27.77,10.68,26.34,8.45,2.9,178.6
Ciudad de Mexico,2021-04,19.4326,-99.1332,28.19,11.58,26.96,9.42,17.4,178.24
Ciudad de Mexico,2021-05,19.4326,-99.1332,26.04,12.63,25.72,11.88,112.8,160.76
Ciudad de Mexico,2021-06,19.4326,-99.1332,21.96,12.96,22.49,12.43,285.0,116.95
Ciudad de Mexico,2021-07,19.4326,-99.1332,22.09,12.96,23.49,12.58,181.1,128.97
Ciudad de Mexico,2021-08,19.4326,-99.1332,22.06,12.88,23.51,12.45,276.2,123.87
Ciudad de Mexico,2021-09,19.4326,-99.1332,21.52,13.0,22.65,12.6,356.6,110.35
Ciudad de Mexico,2021-10,19.4326,-99.1332,22.69,11.27,23.04,10.32,89.5,119.87
Ciudad de Mexico,2021-11,19.4326,-99.1332,22.64,8.39,20.87,6.73,5.1,118.54
Ciudad de Mexico,2021-12,19.4326,-99.1332,23.92,7.85,21.58,5.91,0.7,119.9
Ciudad de Mexico,2022-01,19.4326,-99.1332,22.22,7.18,20.04,4.94,12.4,114.53
Ciudad de Mexico,2022-02,19.4326,-99.1332,23.72,7.09,21.79,4.66,9.3,129.75
Ciudad de Mexico,2022-03,19.4326,-99.1332,26.72,8.71,25.16,6.38,9.8,176.88
Ciudad de Mexico,2022-04,19.4326,-99.1332,27.27,11.87,26.63,10.31,43.7,170.93
Ciudad de Mexico,2022-05,19.4326,-99.1332,29.32,13.17,27.8,11.97,27.6,193.79
Ciudad de Mexico,2022-06,19.4326,-99.1332,24.65,12.88,24.95,12.23,144.7,148.35
Ciudad de Mexico,2022-07,19.4326,-99.1332,23.39,12.54,25.17,12.08,201.3,142.72
Ciudad de Mexico,2022-08,19.4326,-99.1332,22.88,12.03,24.78,11.57,236.9,137.44
Ciudad de Mexico,2022-09,19.4326,-99.1332,22.19,12.28,22.8,11.43,213.2,118.32
Ciudad de Mexico,2022-10,19.4326,-99.1332,22.71,10.92,22.94,9.97,77.2,117.97
Ciudad de Mexico,2022-11,19.4326,-99.1332,24.38,10.06,23.15,8.92,6.8,119.74
Ciudad de Mexico,2022-12,19.4326,-99.1332,22.16,7.25,20.12,5.18,14.2,109.88
Ciudad de Mexico,2023-01,19.4326,-99.1332,23.07,6.73,20.97,4.55,0.6,122.35
Ciudad de Mexico,2023-02,19.4326,-99.1332,25.34,7.95,23.26,5.64,0.8,135.92
Ciudad de Mexico,2023-03,19.4326,-99.1332,26.76,10.19,25.55,8.17,23.0,167.46
Ciudad de Mexico,2023-04,19.4326,-99.1332,27.42,11.66,26.29,10.12,20.4,173.25
Ciudad de Mexico,2023-05,19.4326,-99.1332,26.34,11.86,26.15,10.72,73.0,161.51
Ciudad de Mexico,2023-06,19.4326,-99.1332,30.1,14.07,28.61,13.2,36.8,189.91
Ciudad de Mexico,2023-07,19.4326,-99.1332,24.41,13.05,25.95,12.8,250.6,146.61
Ciudad de Mexico,2023-08,19.4326,-99.1332,23.53,12.68,24.99,12.3,213.7,139.88
Ciudad de Mexico,2023-09,19.4326,-99.1332,25.32,11.94,25.78,11.41,109.9,150.27
Ciudad de Mexico,2023-10,19.4326,-99.1332,24.53,11.83,24.04,10.88,62.9,127.67
Ciudad de Mexico,2023-11,19.4326,-99.1332,24.66,9.35,23.19,7.83,21.6,116.8
Ciudad de Mexico,2023-12,19.4326,-99.1332,20.09,7.15,18.25,5.35,20.4,90.84
Ciudad de Mexico,2024-01,19.4326,-99.1332,23.79,7.56,20.97,5.17,0.2,118.31
Ciudad de Mexico,2024-02,19.4326,-99.1332,25.84,7.65,23.42,5.26,10.9,141.74
Ciudad de Mexico,2024-03,19.4326,-99.1332,29.49,10.34,27.15,7.89,0.0,192.34
Ciudad de Mexico,2024-04,19.4326,-99.1332,29.35,12.46,27.83,10.74,9.5,186.56
Ciudad de Mexico,2024-05,19.4326,-99.1332,31.93,15.13,31.06,14.31,38.8,195.91
Ciudad de Mexico,2024-06,19.4326,-99.1332,27.75,14.38,27.04,13.95,182.5,167.68
Ciudad de Mexico,2024-07,19.4326,-99.1332,22.42,13.11,24.46,13.1,315.6,134.37
Ciudad de Mexico,2024-08,19.4326,-99.1332,22.94,12.92,25.03,12.73,292.4,137.59
Ciudad de Mexico,2024-09,19.4326,-99.1332,22.28,13.17,24.04,13.07,285.9,114.79
Ciudad de Mexico,2024-10,19.4326,-99.1332,21.04,10.38,20.81,9.18,102.7,110.61
Ciudad de Mexico,2024-11,19.4326,-99.1332,24.66,9.4,23.18,8.2,7.2,121.96
Ciudad de Mexico,2024-12,19.4326,-99.1332,22.47,8.78,20.43,7.32,8.3,108.25
Ciudad de Mexico,2025-01,19.4326,-99.1332,22.71,9.25,20.96,7.68,10.0,111.93
Ciudad de Mexico,2025-02,19.4326,-99.1332,23.79,10.76,22.88,9.73,15.9,115.01
Ciudad de Mexico,2025-03,19.4326,-99.1332,27.71,12.77,26.19,11.14,7.5,165.42
Ciudad de Mexico,2025-04,19.4326,-99.1332,28.52,13.46,27.07,11.78,2.0,184.48
Ciudad de Mexico,2025-05,19.4326,-99.1332,27.32,15.28,27.71,14.9,136.1,162.63
Ciudad de Mexico,2025-06,19.4326,-99.1332,22.55,13.56,24.57,13.93,331.9,121.1
Ciudad de Mexico,2025-07,19.4326,-99.1332,22.81,12.6,24.61,12.71,220.1,140.66
Ciudad de Mexico,2025-08,19.4326,-99.1332,22.95,12.69,25.03,12.82,240.4,140.43
Ciudad de Mexico,2025-09,19.4326,-99.1332,22.93,12.97,24.99,13.07,285.8,125.83
Ciudad de Mexico,2025-10,19.4326,-99.1332,23.3,11.93,23.43,11.45,128.1,126.51
Ciudad de Mexico,2025-11,19.4326,-99.1332,23.3,10.07,21.83,8.73,10.3,117.05
Ciudad de Mexico,2025-12,19.4326,-99.1332,21.15,9.52,19.81,8.49,12.3,97.6
Ciudad de Mexico,2026-01,19.4326,-99.1332,22.1,8.58,20.16,6.85,9.8,111.35
Ciudad de Mexico,2026-02,19.4326,-99.1332,24.92,9.54,23.23,7.68,2.0,129.96
Ciudad de Mexico,2026-03,19.4326,-99.1332,23.84,10.85,22.86,9.53,35.9,151.85
Ciudad de Mexico,2026-04,19.4326,-99.1332,26.82,13.32,26.93,12.61,58.4,159.9
Ciudad de Mexico,2026-05,19.4326,-99.1332,27.25,14.52,27.64,14.46,103.1,167.04
Ciudad de Mexico,2026-06,19.4326,-99.1332,23.57,14.0,25.25,14.41,277.4,134.96
Coahuila,2020-01,25.4232,-101.0053,17.18,6.57,15.15,3.32,52.2,83.85
Coahuila,2020-02,25.4232,-101.0053,20.02,7.52,17.4,4.21,7.6,115.24
Coahuila,2020-03,25.4232,-101.0053,25.38,12.83,24.11,11.0,8.4,149.93
Coahuila,2020-04,25.4232,-101.0053,27.38,14.52,26.13,12.84,21.6,176.6
Coahuila,2020-05,25.4232,-101.0053,27.58,15.18,26.73,13.98,27.4,183.15
Coahuila,2020-06,25.4232,-101.0053,27.74,15.83,27.54,15.63,30.8,174.88
Coahuila,2020-07,25.4232,-101.0053,27.39,17.25,27.67,17.2,169.6,159.84
Coahuila,2020-08,25.4232,-101.0053,26.96,16.07,26.94,15.83,12.3,164.93
Coahuila,2020-09,25.4232,-101.0053,23.08,14.54,23.6,14.13,95.1,115.3
Coahuila,2020-10,25.4232,-101.0053,25.18,11.82,23.35,9.35,0.4,150.67
Coahuila,2020-11,25.4232,-101.0053,21.29,9.89,19.5,7.42,3.7,103.62
Coahuila,2020-12,25.4232,-101.0053,17.93,5.15,14.55,1.38,7.7,98.94
Coahuila,2021-01,25.4232,-101.0053,18.6,5.59,15.52,1.73,2.4,107.68
Coahuila,2021-02,25.4232,-101.0053,21.11,7.02,18.79,3.46,2.6,118.1
Coahuila,2021-03,25.4232,-101.0053,23.99,9.89,21.55,6.56,3.5,166.78
Coahuila,2021-04,25.4232,-101.0053,25.65,12.71,23.85,10.23,23.8,171.23
Coahuila,2021-05,25.4232,-101.0053,26.81,15.01,26.59,13.92,34.4,174.25
Coahuila,2021-06,25.4232,-101.0053,27.82,16.16,27.09,15.81,62.2,173.75
Coahuila,2021-07,25.4232,-101.0053,25.58,16.05,26.52,16.0,83.2,145.74
Coahuila,2021-08,25.4232,-101.0053,27.41,16.66,27.67,16.71,39.6,157.72
Coahuila,2021-09,25.4232,-101.0053,26.54,15.7,25.86,15.41,19.2,147.42
Coahuila,2021-10,25.4232,-101.0053,25.07,13.43,23.92,11.78,24.4,132.59
Coahuila,2021-11,25.4232,-101.0053,20.43,8.58,18.64,5.84,14.1,95.83
Coahuila,2021-12,25.4232,-101.0053,23.48,9.91,20.7,6.61,23.5,114.6
Coahuila,2022-01,25.4232,-101.0053,17.1,4.86,14.27,1.1,14.5,95.36
Coahuila,2022-02,25.4232,-101.0053,17.63,4.28,15.06,0.76,3.2,102.28
Coahuila,2022-03,25.4232,-101.0053,23.11,8.51,20.12,4.75,0.1,172.87
Coahuila,2022-04,25.4232,-101.0053,27.33,14.15,25.97,11.83,22.0,179.69
Coahuila,2022-05,25.4232,-101.0053,31.35,17.14,29.87,15.44,13.3,219.18
Coahuila,2022-06,25.4232,-101.0053,28.84,17.0,28.06,16.5,18.3,188.52
Coahuila,2022-07,25.4232,-101.0053,29.09,17.03,28.8,16.65,32.3,186.17
Coahuila,2022-08,25.4232,-101.0053,26.78,16.95,27.45,17.1,97.1,151.07
Coahuila,2022-09,25.4232,-101.0053,23.51,14.21,23.57,14.07,39.9,122.05
Coahuila,2022-10,25.4232,-101.0053,21.43,11.47,20.62,9.79,50.7,109.16
Coahuila,2022-11,25.4232,-101.0053,19.48,7.77,17.27,5.0,4.7,98.58
Coahuila,2022-12,25.4232,-101.0053,19.68,6.77,17.0,3.58,0.6,97.69
Coahuila,2023-01,25.4232,-101.0053,20.14,7.38,16.95,3.77,3.6,114.38
Coahuila,2023-02,25.4232,-101.0053,21.45,7.69,18.73,3.99,0.5,123.31
Coahuila,2023-03,25.4232,-101.0053,24.58,10.84,22.54,7.73,12.4,163.24
Coahuila,2023-04,25.4232,-101.0053,24.94,12.02,23.27,9.72,15.6,166.22
Coahuila,2023-05,25.4232,-101.0053,26.84,14.6,26.69,13.27,42.9,167.42
Coahuila,2023-06,25.4232,-101.0053,33.04,18.48,31.63,16.9,6.8,219.86
Coahuila,2023-07,25.4232,-101.0053,29.76,18.01,29.48,17.48,28.0,191.16
Coahuila,2023-08,25.4232,-101.0053,29.9,18.01,28.92,17.36,9.8,192.5
Coahuila,2023-09,25.4232,-101.0053,29.17,16.09,28.05,14.82,29.7,174.77
Coahuila,2023-10,25.4232,-101.0053,22.05,12.74,22.16,11.47,109.9,97.64
Coahuila,2023-11,25.4232,-101.0053,17.9,8.44,16.87,5.85,62.7,78.48
