estado,anio_mes,latitud,longitud,temp_max,temp_min,temp_app_max,temp_app_min,lluvia_acumulada,evapotranspiracion
Yucatan,2023-03,20.9674,-89.5926,33.66,21.56,35.35,23.68,18.0,171.69
Yucatan,2023-04,20.9674,-89.5926,35.63,22.51,37.95,25.02,15.3,190.1
Yucatan,2023-05,20.9674,-89.5926,36.52,23.59,39.64,27.11,16.7,192.48
Yucatan,2023-06,20.9674,-89.5926,37.63,24.81,41.49,29.08,41.2,192.98
Yucatan,2023-07,20.9674,-89.5926,35.71,24.77,40.7,29.54,67.8,170.03
Yucatan,2023-08,20.9674,-89.5926,35.12,24.64,40.56,29.65,78.1,162.01
Yucatan,2023-09,20.9674,-89.5926,35.21,24.12,40.98,29.01,87.6,146.97
Yucatan,2023-10,20.9674,-89.5926,33.37,23.08,37.38,26.85,57.6,136.79
Yucatan,2023-11,20.9674,-89.5926,30.76,22.17,33.43,25.16,68.1,107.49
Yucatan,2023-12,20.9674,-89.5926,28.55,19.65,30.18,21.5,63.5,96.47
Yucatan,2024-01,20.9674,-89.5926,29.13,20.32,31.26,22.31,38.4,99.67
Yucatan,2024-02,20.9674,-89.5926,29.77,17.92,30.92,18.73,7.8,129.01
Yucatan,2024-03,20.9674,-89.5926,34.94,22.54,37.38,24.99,8.9,175.96
Yucatan,2024-04,20.9674,-89.5926,36.21,22.93,38.51,25.26,23.6,196.74
Yucatan,2024-05,20.9674,-89.5926,40.49,26.03,42.89,29.55,2.9,239.0
Yucatan,2024-06,20.9674,-89.5926,34.64,25.16,39.92,29.57,282.3,146.04
Yucatan,2024-07,20.9674,-89.5926,33.75,24.27,39.32,28.83,150.2,155.41
Yucatan,2024-08,20.9674,-89.5926,34.06,24.05,40.61,29.08,197.6,148.26
Yucatan,2024-09,20.9674,-89.5926,33.31,24.36,39.94,29.38,147.5,131.18
Yucatan,2024-10,20.9674,-89.5926,30.24,22.73,34.53,26.1,171.0,106.74
Yucatan,2024-11,20.9674,-89.5926,30.51,21.94,34.04,25.23,30.0,106.75
Yucatan,2024-12,20.9674,-89.5926,28.51,20.1,30.62,22.03,34.3,97.45
Yucatan,2025-01,20.9674,-89.5926,28.41,19.95,30.26,21.52,13.4,104.75
Yucatan,2025-02,20.9674,-89.5926,31.63,21.11,33.8,23.24,32.4,122.02
Yucatan,2025-03,20.9674,-89.5926,34.21,21.53,36.16,23.12,6.5,182.51
Yucatan,2025-04,20.9674,-89.5926,34.86,22.46,35.98,24.0,5.0,202.69
Yucatan,2025-05,20.9674,-89.5926,38.08,25.18,40.61,28.55,16.7,221.46
Yucatan,2025-06,20.9674,-89.5926,35.39,24.9,39.28,28.79,122.9,173.44
Yucatan,2025-07,20.9674,-89.5926,35.22,24.65,39.51,29.03,74.5,177.19
Yucatan,2025-08,20.9674,-89.5926,34.25,24.45,39.92,29.24,116.2,160.73
Yucatan,2025-09,20.9674,-89.5926,33.38,24.21,39.56,29.16,128.7,139.9
Yucatan,2025-10,20.9674,-89.5926,31.44,23.12,36.09,27.14,77.7,125.67
Yucatan,2025-11,20.9674,-89.5926,29.94,21.33,32.38,23.89,37.0,109.45
Yucatan,2025-12,20.9674,-89.5926,29.48,20.95,31.94,23.43,44.3,100.01
Yucatan,2026-01,20.9674,-89.5926,27.45,18.51,28.66,19.65,17.0,102.44
Yucatan,2026-02,20.9674,-89.5926,29.2,17.99,29.76,18.67,4.0,124.48
Yucatan,2026-03,20.9674,-89.5926,31.78,21.14,33.55,23.35,29.7,156.8
Yucatan,2026-04,20.9674,-89.5926,34.39,22.52,36.93,25.23,30.9,176.31
Yucatan,2026-05,20.9674,-89.5926,36.06,25.19,39.95,28.8,165.2,188.05
Yucatan,2026-06,20.9674,-89.5926,34.31,24.99,39.04,28.98,151.3,168.92
Zacatecas,2020-01,22.7709,-102.5832,16.11,3.95,12.13,0.25,31.8,98.84
Zacatecas,2020-02,22.7709,-102.5832,18.65,5.59,14.74,1.54,28.4,117.75
Zacatecas,2020-03,22.7709,-102.5832,23.89,9.58,20.89,6.25,7.0,169.92
Zacatecas,2020-04,22.7709,-102.5832,25.83,11.31,21.63,7.07,6.8,222.11
Zacatecas,2020-05,22.7709,-102.5832,25.06,10.85,22.48,7.74,17.8,200.33
Zacatecas,2020-06,22.7709,-102.5832,24.93,11.93,23.42,10.58,93.1,165.01
Zacatecas,2020-07,22.7709,-102.5832,22.39,11.66,21.78,10.43,192.4,143.6
Zacatecas,2020-08,22.7709,-102.5832,21.68,11.13,20.53,9.84,58.6,139.58
Zacatecas,2020-09,22.7709,-102.5832,20.77,10.53,19.37,8.8,64.6,121.28
Zacatecas,2020-10,22.7709,-102.5832,22.75,8.55,19.95,5.65,1.3,155.76
Zacatecas,2020-11,22.7709,-102.5832,21.0,7.28,17.27,3.82,0.5,126.1
Zacatecas,2020-12,22.7709,-102.5832,17.4,5.15,12.8,1.0,11.6,112.45
Zacatecas,2021-01,22.7709,-102.5832,18.03,4.53,13.35,0.18,2.6,122.53
Zacatecas,2021-02,22.7709,-102.5832,20.9,6.3,16.38,1.5,0.0,148.28
Zacatecas,2021-03,22.7709,-102.5832,24.09,8.42,20.14,4.15,0.5,196.9
Zacatecas,2021-04,22.7709,-102.5832,24.94,9.88,20.82,5.44,6.6,213.88
Zacatecas,2021-05,22.7709,-102.5832,24.88,10.78,22.8,8.35,36.1,183.37
Zacatecas,2021-06,22.7709,-102.5832,21.72,11.15,20.22,9.45,127.5,140.47
Zacatecas,2021-07,22.7709,-102.5832,20.1,11.03,19.79,9.63,212.1,119.89
Zacatecas,2021-08,22.7709,-102.5832,21.48,10.76,20.24,9.15,97.6,137.83
Zacatecas,2021-09,22.7709,-102.5832,19.21,10.54,19.15,9.33,158.4,100.79
Zacatecas,2021-10,22.7709,-102.5832,20.35,9.01,19.01,6.78,47.2,117.81
Zacatecas,2021-11,22.7709,-102.5832,19.19,6.18,16.13,2.96,2.8,112.38
Zacatecas,2021-12,22.7709,-102.5832,19.47,6.36,15.47,2.5,4.6,119.04
Zacatecas,2022-01,22.7709,-102.5832,18.33,5.37,13.75,1.38,1.7,119.38
Zacatecas,2022-02,22.7709,-102.5832,18.77,4.86,14.7,0.78,10.6,125.16
Zacatecas,2022-03,22.7709,-102.5832,22.59,7.03,17.89,2.11,0.7,202.5
Zacatecas,2022-04,22.7709,-102.5832,25.28,9.89,22.2,6.09,28.6,201.16
Zacatecas,2022-05,22.7709,-102.5832,27.36,12.0,24.53,9.06,8.2,224.33
Zacatecas,2022-06,22.7709,-102.5832,24.74,11.4,22.39,9.5,29.2,169.79
Zacatecas,2022-07,22.7709,-102.5832,23.38,11.27,22.35,10.01,62.0,161.95
Zacatecas,2022-08,22.7709,-102.5832,22.46,10.93,21.94,9.78,133.6,147.24
Zacatecas,2022-09,22.7709,-102.5832,20.38,10.04,18.97,8.11,55.9,120.01
Zacatecas,2022-10,22.7709,-102.5832,20.48,8.82,18.41,6.1,55.7,123.23
Zacatecas,2022-11,22.7709,-102.5832,20.61,7.62,16.76,4.07,20.8,128.44
Zacatecas,2022-12,22.7709,-102.5832,18.3,5.52,13.85,1.63,0.0,117.36
Zacatecas,2023-01,22.7709,-102.5832,18.33,5.1,13.42,0.75,4.1,130.32
Zacatecas,2023-02,22.7709,-102.5832,20.76,6.01,16.66,1.72,0.0,136.41
Zacatecas,2023-03,22.7709,-102.5832,23.78,8.51,19.42,3.96,0.2,203.12
Zacatecas,2023-04,22.7709,-102.5832,24.5,9.69,20.5,5.69,8.5,205.44
Zacatecas,2023-05,22.7709,-102.5832,25.34,11.09,22.15,8.33,13.0,205.68
Zacatecas,2023-06,22.7709,-102.5832,29.18,13.77,26.36,11.04,8.1,225.22
Zacatecas,2023-07,22.7709,-102.5832,24.4,11.95,23.2,10.83,74.9,174.39
Zacatecas,2023-08,22.7709,-102.5832,24.27,11.85,22.68,10.68,57.3,163.18
Zacatecas,2023-09,22.7709,-102.5832,24.82,11.82,23.03,10.41,13.5,165.3
Zacatecas,2023-10,22.7709,-102.5832,21.03,9.92,19.01,7.87,52.6,117.22
Zacatecas,2023-11,22.7709,-102.5832,18.59,7.16,16.22,4.16,42.8,99.81
Zacatecas,2023-12,22.7709,-102.5832,14.68,4.62,11.22,1.3,18.6,79.32
Zacatecas,2024-01,22.7709,-102.5832,17.76,5.82,12.36,1.46,1.6,125.64
Zacatecas,2024-02,22.7709,-102.5832,19.1,5.79,14.95,1.68,42.2,130.53
Zacatecas,2024-03,22.7709,-102.5832,22.67,7.9,16.97,3.29,0.0,205.67
Zacatecas,2024-04,22.7709,-102.5832,25.45,10.12,20.85,6.22,0.0,211.91
Zacatecas,2024-05,22.7709,-102.5832,29.57,14.65,26.49,11.06,2.5,243.47
Zacatecas,2024-06,22.7709,-102.5832,25.92,13.34,23.95,11.76,75.8,174.78
Zacatecas,2024-07,22.7709,-102.5832,20.95,11.33,20.86,10.3,211.4,130.7
Zacatecas,2024-08,22.7709,-102.5832,23.15,11.21,22.12,10.22,56.4,157.97
Zacatecas,2024-09,22.7709,-102.5832,21.12,11.44,20.72,10.43,88.5,118.92
Zacatecas,2024-10,22.7709,-102.5832,20.7,8.37,18.21,6.27,6.5,127.52
Zacatecas,2024-11,22.7709,-102.5832,22.6,9.28,19.52,6.31,0.0,127.91
Zacatecas,2024-12,22.7709,-102.5832,19.15,6.47,15.76,3.3,11.7,107.2
Zacatecas,2025-01,22.7709,-102.5832,17.78,6.08,12.97,1.86,17.2,117.98
Zacatecas,2025-02,22.7709,-102.5832,21.88,7.8,18.01,4.08,0.6,141.84
Zacatecas,2025-03,22.7709,-102.5832,23.47,7.92,19.05,3.5,0.1,206.9
Zacatecas,2025-04,22.7709,-102.5832,24.54,9.29,21.03,5.37,3.6,206.59
Zacatecas,2025-05,22.7709,-102.5832,26.35,12.62,24.25,9.7,26.9,204.59
Zacatecas,2025-06,22.7709,-102.5832,23.66,11.71,22.96,10.58,102.3,151.24
Zacatecas,2025-07,22.7709,-102.5832,21.33,10.65,21.35,9.59,164.1,141.06
Zacatecas,2025-08,22.7709,-102.5832,21.89,10.77,21.73,9.82,118.1,141.9
Zacatecas,2025-09,22.7709,-102.5832,20.9,11.15,20.81,10.37,158.9,118.76
Zacatecas,2025-10,22.7709,-102.5832,21.21,9.52,19.6,7.7,15.5,123.39
Zacatecas,2025-11,22.7709,-102.5832,20.55,7.85,17.57,4.84,1.1,119.47
Zacatecas,2025-12,22.7709,-102.5832,18.4,6.72,14.98,4.02,8.0,98.1
Zacatecas,2026-01,22.7709,-102.5832,17.5,5.76,13.7,2.16,19.9,104.84
Zacatecas,2026-02,22.7709,-102.5832,21.86,6.66,18.63,3.29,0.7,134.26
Zacatecas,2026-03,22.7709,-102.5832,22.21,8.14,19.21,4.95,18.5,174.36
Zacatecas,2026-04,22.7709,-102.5832,25.53,10.72,22.99,8.09,38.2,187.39
Zacatecas,2026-05,22.7709,-102.5832,25.71,12.65,23.51,10.43,38.9,194.89
Zacatecas,2026-06,22.7709,-102.5832,22.26,12.02,22.25,11.07,199.6,140.05
